Id,Organizacion,Enlace Organizacion,Titulo Servicio,Enlace servicio,Nombre Capa,Titulo Capa,Eje Pertenece,subeje,Identificador,PalabraClave,Tipo,Estado,Error,Nota
376,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:ide_quickbird,ide:ide_quickbird,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,imagen satelital,cuenca_fotografia_urbana,Fotografia urbana de Cuenca,wms,Activo,,
377,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:ide_ortofoto2010,ide:ide_ortofoto2010,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,imagen satelital,cuenca_fotografia_satelital_2010,Fotografia satelital 2010,wms,Activo,,
378,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:ide_mosaicobn,ide:ide_mosaicobn,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,imagen satelital,cuenca_fotografia_satelite_blanca_negro,Fotografia satelital blanco y negro,wms,Activo,,
379,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:ide_emov_ubicaciones,ide:ide_emov_ubicaciones,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,equipamiento servicio,cuenca_edificios_emov,Edificios EMOV,wms,Activo,,
380,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:gobernabilidad_barrios,ide:gobernabilidad_barrios,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,limites,cuenca_barrios,Barrios,wms,Activo,,
381,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:foto2017ch,ide:foto2017ch,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,imagen satelital,cuenca_fotografia_centro_historico,Fotografia centro historico,wms,Activo,,
382,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:formularios_locales,ide:formularios_locales,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,equipamiento servicio,cuenca_ equipamientos_servicios,Equipamientos y servicios ,wms,Activo,,
383,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:farmasol_locales,ide:farmasol_locales,USO Y OCUPACIÓN DEL SUELO,uso de suelo,cuenca_farmacias,Farmacias ,wms,Activo,,
384,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:etapa_centros_atencion,ide:etapa_centros_atencion,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,equipamiento servicio,cuenca_etapa,Etapa centros de atencion,wms,Activo,,
385,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:emac_zonas_recoleccion_2019,ide:emac_zonas_recoleccion_2019,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,recolecion de basura,cuenca_zonas,Zonas de recolecion ,wms,Activo,,
386,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:dmt_localescomerciales,ide:dmt_localescomerciales,ocupacion de suelo,uso de suelo,cuenca_locales_comerciales,Locales comerciales  centros comerciales,wms,Activo,,
387,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:dmt_linea9,ide:dmt_linea9,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,infrestructura transporte,cuenca_bus_9,Linea de bus 9 ,wms,Activo,,
388,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:dmt_linea8,ide:dmt_linea8,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,infrestructura transporte,cuenca_bus_8,Linea de bus 8,wms,Activo,,
389,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:dmt_linea7,ide:dmt_linea7,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,infrestructura transporte,cuenca_bus_7,Linea de bus 7,wms,Activo,,
390,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:dmt_linea6,ide:dmt_linea6,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,infrestructura transporte,cuenca_bus_6,Linea de bus 6,wms,Activo,,
391,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:dmt_linea50,ide:dmt_linea50,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,infrestructura transporte,cuenca_bus_50,Linea de bus 50,wms,Activo,,
392,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:dmt_linea5,ide:dmt_linea5,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,infrestructura transporte,cuenca_bus_5,Linea de bus 5,wms,Activo,,
393,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:dmt_linea4,ide:dmt_linea4,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,infrestructura transporte,cuenca_bus_4,Linea de bus 4,wms,Activo,,
394,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:dmt_linea34,ide:dmt_linea34,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,infrestructura transporte,cuenca_bus_34,Linea de bus 34,wms,Activo,,
395,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:dmt_linea33,ide:dmt_linea33,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,infrestructura transporte,cuenca_bus_33,Linea de bus 33,wms,Activo,,
396,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:dmt_linea32,ide:dmt_linea32,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,infrestructura transporte,cuenca_bus_32,Linea de bus 32,wms,Activo,,
397,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:dmt_linea31,ide:dmt_linea31,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,infrestructura transporte,cuenca_bus_31,Linea de bus 31,wms,Activo,,
398,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:dmt_linea30,ide:dmt_linea30,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,infrestructura transporte,cuenca_bus_30,Linea de bus 30,wms,Activo,,
399,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:dmt_linea3,ide:dmt_linea3,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,infrestructura transporte,cuenca_bus_3,Linea de bus 3,wms,Activo,,
400,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:dmt_linea29,ide:dmt_linea29,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,infrestructura transporte,cuenca_bus_29,Linea de bus 29,wms,Activo,,
401,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:dmt_linea28,ide:dmt_linea28,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,infrestructura transporte,cuenca_bus_28,Linea de bus 28,wms,Activo,,
402,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:dmt_linea27,ide:dmt_linea27,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,infrestructura transporte,cuenca_bus_27,Linea de bus 27,wms,Activo,,
403,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:dmt_linea26,ide:dmt_linea26,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,infrestructura transporte,cuenca_bus_26,Linea de bus 26,wms,Activo,,
404,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:dmt_linea25,ide:dmt_linea25,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,infrestructura transporte,cuenca_bus_25,Linea de bus 25,wms,Activo,,
405,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:dmt_linea24,ide:dmt_linea24,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,infrestructura transporte,cuenca_bus_24,Linea de bus 24,wms,Activo,,
406,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:dmt_linea23,ide:dmt_linea23,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,infrestructura transporte,cuenca_bus_23,Linea de bus 23,wms,Activo,,
407,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:dmt_linea22,ide:dmt_linea22,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,infrestructura transporte,cuenca_bus_22,Linea de bus 22,wms,Activo,,
408,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:dmt_linea21,ide:dmt_linea21,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,infrestructura transporte,cuenca_bus_21,Linea de bus 21,wms,Activo,,
409,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:dmt_linea20,ide:dmt_linea20,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,infrestructura transporte,cuenca_bus_20,Linea de bus 20,wms,Activo,,
410,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:dmt_linea2,ide:dmt_linea2,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,infrestructura transporte,cuenca_bus_2,Linea de bus 2,wms,Activo,,
411,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:dmt_linea19,ide:dmt_linea19,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,infrestructura transporte,cuenca_bus_19,Linea de bus 19,wms,Activo,,
412,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:dmt_linea18,ide:dmt_linea18,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,infrestructura transporte,cuenca_bus_18,Linea de bus 18,wms,Activo,,
413,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:dmt_linea17,ide:dmt_linea17,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,infrestructura transporte,cuenca_bus_17,Linea de bus 17,wms,Activo,,
414,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:dmt_linea16,ide:dmt_linea16,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,infrestructura transporte,cuenca_bus_16,Linea de bus 16,wms,Activo,,
415,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:dmt_linea15,ide:dmt_linea15,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,infrestructura transporte,cuenca_bus_15,Linea de bus 15,wms,Activo,,
416,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:dmt_linea14,ide:dmt_linea14,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,infrestructura transporte,cuenca_bus_4,Linea de bus 4,wms,Activo,,
417,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:dmt_linea13B,ide:dmt_linea13B,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,infrestructura transporte,cuenca_bus_13b,Linea de bus 13b,wms,Activo,,
418,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:dmt_linea13,ide:dmt_linea13,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,infrestructura transporte,cuenca_bus_13 ,Linea de bus 13,wms,Activo,,
419,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:dmt_linea12,ide:dmt_linea12,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,infrestructura transporte,cuenca_bus_12,Linea de bus 12,wms,Activo,,
420,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:dmt_linea11B,ide:dmt_linea11B,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,infrestructura transporte,cuenca_bus_11b,Linea de bus 11b,wms,Activo,,
421,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:dmt_linea11,ide:dmt_linea11,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,infrestructura transporte,cuenca_bus_11 ,Linea de bus 11 ,wms,Activo,,
422,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:dmt_linea100,ide:dmt_linea100,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,infrestructura transporte,cuenca_bus_100,Linea de bus 100,wms,Activo,,
423,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:dmt_linea10,ide:dmt_linea10,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,infrestructura transporte,cuenca_bus_100,Linea de bus 10,wms,Activo,,
424,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:dmt_linea1,ide:dmt_linea1,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,infrestructura transporte,cuenca_bus_1,Linea de bus 1,wms,Activo,,
426,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_turi_tramites,ide:desc_turi_tramites,USO Y OCUPACIÓN DEL SUELO,tramites,cuenca_turi_tramite,Tramites Turi tramites,wms,Activo,,
427,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_turi_predios,ide:desc_turi_predios,USO Y OCUPACIÓN DEL SUELO,predios,cuenca_turi_predios,Predios Turi,wms,Activo,,
428,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_turi_phs,ide:desc_turi_phs,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_turi_propiedad_horizontal,Turi propiedad horizontal construcciones edificios construncción de departamentos,wms,Activo,,
429,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_turi_lotizacion,ide:desc_turi_lotizacion,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_turi_lotizacion,Turi lotizacion  lotes de terrenos division de terrenos,wms,Activo,,
430,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_turi_licencias,ide:desc_turi_licencias,USO Y OCUPACIÓN DEL SUELO,permisos de construccion,cuenca_licencias_urbanisticas,Turi lincecias permisos de construccion,wms,Activo,,
432,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_turi_cmenor,ide:desc_turi_cmenor,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_turi_construcciones_menores,Turi construcciones menores,wms,Activo,,
433,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_turi_cmayor,ide:desc_turi_cmayor,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_turi_construcciones_mayores,Turi construcciones mayores ,wms,Activo,,
435,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_turi_anteproyectol,ide:desc_turi_anteproyectol,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_turi_anteproyectos_lotizacion,Turi anteproyectos de lotizacion ,wms,Activo,,
436,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_turi_anteproyecto,ide:desc_turi_anteproyecto,USO Y OCUPACIÓN DEL SUELO,proyectos,cuenca_turi_anteproyectos ,Turi anteproyectos  proyectos,wms,Activo,,
438,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_tramites_todos,ide:desc_tramites_todos,USO Y OCUPACIÓN DEL SUELO,tramites,cuenca_turi_tramites ,Turi tramites ,wms,Activo,,
439,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_tramites_control_historicos,ide:desc_tramites_control_historicos,USO Y OCUPACIÓN DEL SUELO,tramites,cuenca_tramites_historico,Tramites control historico,wms,Activo,,
440,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_tarqui_vista_general,ide:desc_tarqui_vista_general,USO Y OCUPACIÓN DEL SUELO,imagen satelital,cuenca_tarqui_fotografia,Tarqui vista general foto imagen satelital,wms,Activo,,
441,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_tarqui_predios,ide:desc_tarqui_predios,USO Y OCUPACIÓN DEL SUELO,predios,cuenca_tarqui_predios,Predios Tarqui,wms,Activo,,
442,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_tarqui_phs,ide:desc_tarqui_phs,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_tarqui_propiedad_horizontal,Tarqui propiedad horizontal construcciones edificios construncción de departamentos,wms,Activo,,
443,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_tarqui_lotizacion,ide:desc_tarqui_lotizacion,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_tarqui_lotizacion,Tarqui lotizacion   lotes de terrenos division de terrenos,wms,Activo,,
444,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_tarqui_licencias,ide:desc_tarqui_licencias,USO Y OCUPACIÓN DEL SUELO,permisos de construccion,cuenca_tarqui_licencias_urbanisticas,Tarqui lincecias permisos de construcción,wms,Activo,,
446,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_tarqui_cmenor,ide:desc_tarqui_cmenor,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_tarqui_construcciones_menores,Tarqui construcciones menores,wms,Activo,,
447,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_tarqui_cmayor,ide:desc_tarqui_cmayor,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_tarqui_construcciones_mayores,Tarqui construcciones mayores ,wms,Activo,,
449,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_tarqui_anteproyectol,ide:desc_tarqui_anteproyectol,USO Y OCUPACIÓN DEL SUELO,proyectos,cuenca_tarqui_anteproyectos_lotizacion,Tarqui anteproyectos de lotizacion proyectos ,wms,Activo,,
450,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_tarqui_anteproyecto,ide:desc_tarqui_anteproyecto,USO Y OCUPACIÓN DEL SUELO,proyectos,cuenca_tarqui_anteproyectos ,Tarqui anteproyectos proyectos,wms,Activo,,
452,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_tariqui_anteproyectol,ide:desc_tariqui_anteproyectol,USO Y OCUPACIÓN DEL SUELO,proyectos,cuenca_tarqui_anteproyectos_lotizacion,Tarqui anteproyectos de lotizacion proyectos ,wms,Activo,,
453,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_sinincay_tramites,ide:desc_sinincay_tramites,USO Y OCUPACIÓN DEL SUELO,tramites,cuenca_sinincay_tramites,Sinicay tramites ,wms,Activo,,
454,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_sinincay_predios,ide:desc_sinincay_predios,USO Y OCUPACIÓN DEL SUELO,predios,cuenca_sinincay_predios,Predios Sinicay,wms,Activo,,
455,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_sinincay_phs,ide:desc_sinincay_phs,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_sinincay_propiedad_horizontal,Sinincay propiedad horizontal construcciones edificios construncción de departamentos,wms,Activo,,
456,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_sinincay_lotizacion,ide:desc_sinincay_lotizacion,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_sinincay_lotizacion,Sinincay  lotizacion lotes de terrenos division de terrenos,wms,Activo,,
457,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_sinincay_licencias,ide:desc_sinincay_licencias,USO Y OCUPACIÓN DEL SUELO,permisos de construccion,cuenca_sinincay_licencias_urbanisticas,Sinincay  lincecias,wms,Activo,,
459,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_sinincay_cmenor,ide:desc_sinincay_cmenor,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_sinincay_construcciones_menores,Sinincay  construcciones menores,wms,Activo,,
460,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_sinincay_cmayor,ide:desc_sinincay_cmayor,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_sinincay_construcciones_mayores,Sinincay  construcciones mayores ,wms,Activo,,
462,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_sinincay_anteproyectol,ide:desc_sinincay_anteproyectol,USO Y OCUPACIÓN DEL SUELO,proyectos,cuenca_sinincay_anteproyectos_lotizacion,Sinincay anteproyectos de lotizacion lotes de terrenos division de terrenos,wms,Activo,,
463,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_sinincay_anteproyecto,ide:desc_sinincay_anteproyecto,USO Y OCUPACIÓN DEL SUELO,proyectos,cuenca_sinincay_anteproyectos ,Sinincay  anteproyectos ,wms,Activo,,
465,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_santaana_tramites,ide:desc_santaana_tramites,USO Y OCUPACIÓN DEL SUELO,tramites,cuenca_santaana _tramites,Santa Ana tramites ,wms,Activo,,
466,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_santaana_predios,ide:desc_santaana_predios,USO Y OCUPACIÓN DEL SUELO,predios,cuenca_santaana_predios,Santa Ana predios,wms,Activo,,
467,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_santaana_phs,ide:desc_santaana_phs,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_santaana_propiedad_horizontal,Santa Ana propiedad horizontal construcciones edificios construncción de departamentos,wms,Activo,,
468,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_santaana_lotizacion,ide:desc_santaana_lotizacion,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_santaana_lotizacion,Santa Ana lotizacion lotes de terrenos division de terrenos,wms,Activo,,
469,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_santaana_licencias,ide:desc_santaana_licencias,USO Y OCUPACIÓN DEL SUELO,permisos de construccion,cuenca_santaana_licencias_urbanisticas,Santa Ana lincecias,wms,Activo,,
